CensusTract;County;Borough;TotalPop;Men;Women;Hispanic;White;Black;Native;Asian;Citizen;Income;IncomeErr;IncomePerCap;IncomePerCapErr;Poverty;ChildPoverty;Professional;Service;Office;Construction;Production;Drive;Carpool;Transit;Walk;OtherTransp;WorkAtHome;MeanCommute;Employed;PrivateWork;PublicWork;SelfEmployed;FamilyWork;Unemployment
36047100400;Kings;Brooklyn;2831;1329;1502;01.08;05.08;86.08.00;02.03;01.09;1838;66105.0;5903.00.00;27063.0;2604.00.00;08.02;14.06;38.09.00;24.02.00;22.09;05.02;08.07;38.01.00;06.05;53.03.00;02.01;00.00;00.00;48.00.00;1456;74.03.00;22.00;03.07;00.00;09.05
36047100600;Kings;Brooklyn;2561;1336;1225;03.00;03.03;86.01.00;00.07;01.06;1723;65096.0;10989.0;27450.0;2588.00.00;13.09;23.03;37.07.00;26.01.00;15.06;08.04;12.02;34.04.00;05.08;56.00.00;00.09;00.06;02.03;53.07.00;1408;80.00.00;15.09;04.00;00.00;10.05
36047100800;Kings;Brooklyn;2138;985;1153;07.06;09.04;78.06.00;00.00;03.05;1496;60446.0;8801.00.00;24987.0;4488.00.00;24.00.00;33.03.00;36.03.00;25.07.00;25.05.00;03.05;09.01;45.09.00;07.01;41.01.00;01.09;01.09;01.09;51.07.00;994;78.05.00;16.00;05.05;00.00;12.07
36047101000;Kings;Brooklyn;2042;942;1100;14.04;05.02;72.02.00;00.00;08.02;1406;59840.0;6304.00.00;25759.0;3510.00.00;11.06;13.00;47.02.00;28.07.00;15.09;01.06;06.07;30.07.00;06.06;58.09.00;01.01;01.02;01.05;55.00.00;902;73.03.00;24.04.00;02.03;00.00;12.05
36047101200;Kings;Brooklyn;2144;971;1173;07.07;06.01;79.03.00;00.00;04.02;1455;64760.0;13498.0;24591.0;3147.00.00;08.02;05.09;32.08.00;26.03.00;23.07;11.00;06.01;37.01.00;06.09;54.00.00;00.05;01.05;00.00;46.07.00;987;72.09.00;20.05;06.06;00.00;10.07
36047101400;Kings;Brooklyn;2240;972;1268;04.01;03.05;87.08.00;00.00;03.05;1507;60969.0;7977.00.00;25758.0;3047.00.00;13.04;16.03;35.09.00;30.09.00;25.01.00;03.00;05.01;28.06.00;10.05;58.02.00;01.01;00.05;01.01;48.08.00;1123;67.01.00;32.00.00;01.00;00.00;09.01
36047101600;Kings;Brooklyn;1594;765;829;01.03;07.07;86.01.00;00.00;02.09;1028;98208.0;10628.0;30819.0;2701.00.00;02.08;00.00;39.08.00;15.04;26.04.00;07.06;10.09;43.00.00;02.06;44.00.00;05.08;04.06;00.00;46.05.00;800;66.01.00;30.05.00;03.04;00.00;11.02
36047101800;Kings;Brooklyn;1718;798;920;04.07;02.00;90.03.00;00.00;01.02;1401;73667.0;22338.0;41643.0;5091.00.00;05.01;00.00;46.00.00;18.04;23.08;06.06;05.02;49.06.00;03.03;35.05.00;00.05;00.00;11.01;47.09.00;1102;68.07.00;30.05.00;00.08;00.00;03.09
36047102000;Kings;Brooklyn;2132;1027;1105;04.05;09.06;83.00.00;00.00;02.09;1358;84563.0;30851.0;28350.0;4808.00.00;14.07;17.05;36.04.00;23.08;19.09;06.09;13.00;40.07.00;03.06;53.04.00;01.03;00.00;01.00;53.08.00;959;67.02.00;30.03.00;02.05;00.00;11.01
36047102200;Kings;Brooklyn;2205;998;1207;02.09;06.01;73.09.00;00.00;15.02;1245;57143.0;14722.0;24697.0;3890.00.00;13.03;14.07;43.01.00;22.00;19.09;02.06;12.04;41.08.00;05.02;47.09.00;03.03;00.00;01.07;52.08.00;1110;67.01.00;27.08.00;05.00;00.00;07.09
36047102400;Kings;Brooklyn;2110;966;1144;02.05;04.08;82.09.00;00.00;09.09;1418;74009.0;8535.00.00;24783.0;2361.00.00;03.06;01.09;31.00.00;25.08.00;27.08.00;08.00;07.03;38.06.00;05.00;53.04.00;03.01;00.00;00.00;50.08.00;1009;75.00.00;21.07;03.03;00.00;14.08
36047102600;Kings;Brooklyn;2508;1066;1442;03.07;03.03;91.03.00;00.00;00.00;1604;67955.0;12777.0;28338.0;2600.00.00;07.02;10.05;32.08.00;33.05.00;19.05;05.08;08.05;40.01.00;04.07;47.09.00;03.01;02.08;01.05;49.04.00;1312;70.07.00;22.09;06.04;00.00;04.02
36047102800;Kings;Brooklyn;1529;745;784;03.05;02.07;91.04.00;00.00;02.04;974;62216.0;14720.0;27466.0;3287.00.00;10.03;06.04;31.09.00;25.04.00;26.09.00;05.09;09.09;37.01.00;08.01;50.06.00;03.00;01.03;00.00;52.04.00;811;73.09.00;24.09.00;01.02;00.00;13.05
36047103400;Kings;Brooklyn;4029;1473;2556;24.00.00;07.09;59.06.00;07.04;00.00;2595;18158.0;10181.0;11721.0;2495.00.00;43.05.00;52.03.00;19.03;29.07.00;36.02.00;05.09;09.00;17.07;05.09;68.08.00;00.00;04.03;03.04;59.09.00;1025;60.01.00;37.08.00;02.01;00.00;25.07.00
36047105801;Kings;Brooklyn;6403;2815;3588;19.04;26.01.00;53.03.00;00.03;00.00;4874;25276.0;5419.00.00;18265.0;3524.00.00;34.01.00;32.05.00;41.00.00;25.03.00;24.09.00;03.00;05.07;21.03;09.00;62.01.00;07.06;00.00;00.00;52.05.00;2130;63.07.00;36.03.00;00.00;00.00;13.08
36047105804;Kings;Brooklyn;6416;2327;4089;20.07;24.00.00;47.07.00;00.09;05.06;4795;27649.0;9063.00.00;16899.0;1645.00.00;32.08.00;29.03.00;31.00.00;36.02.00;22.00;04.06;06.02;28.05.00;06.04;61.07.00;03.05;00.00;00.00;51.02.00;2150;63.09.00;32.04.00;03.07;00.00;15.03
36047107000;Kings;Brooklyn;1141;517;624;25.03.00;00.06;65.03.00;00.06;07.04;907;77768.0;18588.0;34148.0;8705.00.00;03.06;04.04;41.03.00;23.01;25.03.00;07.00;03.03;26.04.00;10.09;61.09.00;00.00;00.08;00.00;52.06.00;629;74.01.00;25.01.00;00.08;00.00;11.07
36047107800;Kings;Brooklyn;3988;1696;2292;09.03;02.05;83.02.00;00.00;00.00;3180;59455.0;3877.00.00;29980.0;2600.00.00;08.06;11.01;31.06.00;28.08.00;21.06;08.01;09.09;29.00.00;03.09;61.04.00;02.02;01.02;02.02;54.05.00;2119;68.04.00;30.02.00;01.04;00.00;12.03
36047109800;Kings;Brooklyn;2160;1084;1076;11.02;03.09;80.04.00;00.08;01.09;1138;43664.0;12355.0;16963.0;3300.00.00;24.03.00;23.06;37.08.00;26.05.00;25.04.00;02.08;07.05;28.03.00;05.04;62.05.00;00.09;02.09;00.00;54.02.00;855;71.05.00;21.08;06.08;00.00;19.06
36047110400;Kings;Brooklyn;4948;2412;2536;21.05;01.06;76.06.00;00.00;00.00;3290;44063.0;19001.0;18133.0;2376.00.00;22.00;24.02.00;18.00;37.08.00;21.06;04.01;18.05;13.06;05.02;70.09.00;05.02;01.01;04.01;49.08.00;1996;75.03.00;22.01;01.06;01.00;11.04
36047110600;Kings;Brooklyn;4438;1555;2883;23.01;00.00;75.02.00;00.00;00.00;2890;24564.0;5588.00.00;12792.0;1861.00.00;38.05.00;56.04.00;19.07;34.00.00;35.05.00;02.00;08.09;18.01;05.03;71.01.00;03.08;00.05;01.01;50.08.00;1521;73.06.00;23.07;02.08;00.00;13.09
36047111000;Kings;Brooklyn;3400;1342;2058;23.07;00.03;69.00.00;00.00;00.00;2167;16716.0;3400.00.00;14972.0;6676.00.00;46.01.00;51.00.00;19.07;45.08.00;27.01.00;02.01;05.02;13.00;00.00;75.02.00;10.00;01.09;00.00;52.07.00;937;61.02.00;31.07.00;07.02;00.00;22.02
36047111600;Kings;Brooklyn;3739;1600;2139;22.05;03.04;73.09.00;00.00;00.00;1710;36175.0;6860.00.00;16288.0;4262.00.00;37.08.00;44.03.00;34.06.00;31.07.00;21.09;04.01;07.08;15.04;05.03;71.03.00;07.02;00.00;00.08;48.05.00;1107;69.00.00;25.02.00;02.03;03.04;08.05
36047111800;Kings;Brooklyn;2986;1308;1678;13.05;01.03;85.02.00;00.00;00.00;1854;33160.0;6989.00.00;16366.0;3748.00.00;35.08.00;47.02.00;25.00.00;33.02.00;22.02;06.06;13.01;24.01.00;03.07;70.03.00;02.00;00.00;00.00;41.05.00;965;74.00.00;24.00.00;02.00;00.00;16.08
36047112000;Kings;Brooklyn;3221;1513;1708;27.08.00;02.03;69.09.00;00.00;00.00;1944;21507.0;7801.00.00;13111.0;2974.00.00;40.08.00;59.03.00;22.04;38.00.00;15.07;09.07;14.02;10.01;02.04;80.04.00;05.04;00.00;01.07;41.07.00;1124;87.04.00;10.04;02.02;00.00;16.05
36047112200;Kings;Brooklyn;3755;1429;2326;21.01;05.06;70.03.00;00.09;02.01;1910;30987.0;12668.0;13030.0;2320.00.00;33.04.00;44.03.00;15.06;55.09.00;18.09;01.03;08.02;11.00;00.09;85.06.00;01.05;00.00;01.00;58.01.00;1215;84.09.00;13.07;01.05;00.00;06.05
36047112400;Kings;Brooklyn;3399;1517;1882;15.03;00.01;82.06.00;00.00;00.00;2253;40707.0;14455.0;20695.0;4327.00.00;34.08.00;36.03.00;29.00.00;36.04.00;22.07;06.09;05.01;20.01;01.07;52.09.00;06.09;05.01;13.03;54.02.00;1443;74.05.00;18.00;06.01;01.04;06.04
36047112600;Kings;Brooklyn;3826;1858;1968;27.06.00;03.08;67.04.00;00.00;01.02;2297;40323.0;8025.00.00;16560.0;2457.00.00;30.07.00;39.00.00;11.01;39.07.00;26.01.00;13.04;09.06;27.09.00;01.03;61.05.00;05.06;03.07;00.00;44.06.00;1480;77.07.00;16.04;05.09;00.00;17.08
36047112800;Kings;Brooklyn;3829;1824;2005;12.02;05.07;79.05.00;00.00;01.08;1988;34028.0;14314.0;17953.0;2973.00.00;35.04.00;54.07.00;20.08;42.09.00;21.00;09.08;05.05;16.07;02.05;65.08.00;10.08;00.00;04.02;42.03.00;1641;76.03.00;15.01;08.06;00.00;14.02
36047113000;Kings;Brooklyn;4386;1868;2518;18.00;00.00;82.00.00;00.00;00.00;2278;29038.0;8325.00.00;13624.0;2866.00.00;42.02.00;70.08.00;19.09;44.03.00;20.06;07.01;08.01;18.07;06.02;71.07.00;03.04;00.00;00.00;48.00.00;1557;80.03.00;17.07;02.01;00.00;17.05
36047113200;Kings;Brooklyn;1917;901;1016;09.03;00.00;87.09.00;00.08;00.05;1333;49250.0;10009.0;22009.0;2512.00.00;14.01;20.00;24.09.00;42.05.00;19.02;05.01;08.04;23.03;04.04;64.07.00;02.09;03.08;00.08;42.05.00;968;71.08.00;25.07.00;02.05;00.00;09.04
36047113400;Kings;Brooklyn;3107;1430;1677;37.00.00;00.07;61.03.00;00.00;00.05;1759;19205.0;6338.00.00;11457.0;2888.00.00;47.06.00;54.07.00;23.01;48.00.00;14.00;06.04;08.05;08.08;00.00;77.06.00;06.04;02.06;04.06;47.03.00;831;80.07.00;19.03;00.00;00.00;19.00
36047114201;Kings;Brooklyn;1748;906;842;63.09.00;05.05;20.00;00.00;05.00;1048;45682.0;17727.0;21496.0;4254.00.00;20.06;36.00.00;19.08;32.06.00;16.09;18.05;12.02;26.00.00;12.08;51.06.00;02.06;00.00;07.00;42.04.00;777;77.06.00;11.02;11.02;00.00;08.07
36047114202;Kings;Brooklyn;2656;1285;1371;57.00.00;01.03;38.09.00;00.00;01.00;1681;41352.0;4108.00.00;16303.0;2010.00.00;15.09;22.00;33.01.00;27.00.00;25.02.00;06.08;08.00;31.00.00;06.09;57.00.00;00.06;00.00;04.05;50.01.00;1125;79.08.00;18.09;01.02;00.00;10.06
36047114400;Kings;Brooklyn;2587;1006;1581;37.05.00;01.01;59.08.00;00.00;00.00;1333;26429.0;4459.00.00;12645.0;3803.00.00;43.09.00;57.02.00;11.08;42.08.00;25.05.00;11.02;08.07;09.07;02.01;78.01.00;08.01;00.09;01.00;42.02.00;878;80.02.00;17.09;01.09;00.00;11.03
36047114600;Kings;Brooklyn;3119;1376;1743;67.09.00;00.09;26.07.00;00.06;01.04;1515;30101.0;5137.00.00;14208.0;1981.00.00;32.06.00;41.03.00;12.06;40.06.00;22.01;09.02;15.05;23.07;06.03;62.03.00;04.02;03.01;00.05;44.05.00;1186;79.06.00;10.05;09.09;00.00;12.00
36047115000;Kings;Brooklyn;2776;1430;1346;42.02.00;00.06;46.09.00;01.02;03.05;1593;40104.0;19545.0;17981.0;2706.00.00;29.08.00;23.02;22.08;32.06.00;25.07.00;08.07;10.01;33.02.00;02.01;55.01.00;05.06;01.04;02.06;44.07.00;1143;80.05.00;15.04;03.03;00.08;12.01
36047115200;Kings;Brooklyn;3213;1471;1742;27.06.00;00.09;61.06.00;00.00;04.06;1701;32500.0;6045.00.00;14996.0;2099.00.00;35.09.00;40.05.00;26.03.00;28.05.00;18.02;13.09;13.02;25.04.00;01.00;69.01.00;02.02;00.00;02.04;46.00.00;1117;79.09.00;16.04;03.07;00.00;08.05
36047115600;Kings;Brooklyn;4154;1523;2631;33.08.00;00.03;63.05.00;00.08;01.04;2097;15854.0;7578.00.00;12296.0;2660.00.00;49.02.00;68.09.00;16.07;38.09.00;21.08;06.08;15.08;18.07;01.04;74.09.00;03.04;00.00;01.07;41.03.00;1242;85.05.00;09.05;05.00;00.00;18.02
36047115800;Kings;Brooklyn;2938;1601;1337;30.00.00;01.05;65.04.00;00.00;00.00;1821;44142.0;4082.00.00;19241.0;2635.00.00;23.07;42.02.00;17.06;38.03.00;23.02;11.04;09.06;27.00.00;04.00;61.02.00;06.00;01.08;00.00;47.03.00;1257;75.02.00;20.04;04.04;00.00;16.01
36047116000;Kings;Brooklyn;2139;920;1219;32.00.00;00.00;65.07.00;00.00;01.00;1313;26745.0;6137.00.00;17127.0;2230.00.00;25.09.00;30.05.00;28.03.00;31.08.00;28.04.00;01.06;09.09;20.03;02.02;70.02.00;05.06;01.02;00.06;46.08.00;880;81.04.00;16.00;02.06;00.00;08.08
36047116200;Kings;Brooklyn;2073;907;1166;12.09;00.02;86.00.00;00.00;00.09;1445;42829.0;3837.00.00;21635.0;3112.00.00;26.01.00;47.00.00;24.02.00;32.00.00;26.00.00;03.08;14.00;32.08.00;08.05;51.08.00;04.08;02.01;00.00;44.04.00;950;71.04.00;26.00.00;02.06;00.00;12.09
36047116400;Kings;Brooklyn;3104;1509;1595;38.02.00;01.01;57.05.00;00.00;01.09;1950;40357.0;5080.00.00;16343.0;2845.00.00;29.01.00;43.01.00;22.01;30.01.00;24.02.00;04.03;19.03;26.03.00;08.06;53.06.00;10.06;00.00;00.08;40.00.00;1108;76.04.00;18.01;05.04;00.00;13.02
36047116600;Kings;Brooklyn;2865;1473;1392;33.02.00;02.05;59.02.00;00.00;00.07;1569;33892.0;4272.00.00;14171.0;2438.00.00;29.08.00;35.04.00;24.06.00;25.03.00;24.08.00;11.03;14.01;18.06;02.04;71.06.00;03.06;01.00;02.07;42.08.00;989;84.03.00;13.02;02.04;00.00;14.07
36047116800;Kings;Brooklyn;1579;800;779;51.00.00;02.08;41.08.00;00.00;04.04;692;31983.0;12924.0;14593.0;2714.00.00;38.03.00;51.09.00;16.09;38.09.00;16.09;18.02;09.01;14.02;08.08;73.04.00;02.08;00.06;00.01;43.07.00;681;83.03.00;08.08;07.09;00.00;03.07
36047117000;Kings;Brooklyn;1606;751;855;60.00.00;04.00;28.08.00;00.00;03.01;812;35889.0;3239.00.00;14583.0;3070.00.00;23.06;29.03.00;12.04;33.07.00;33.05.00;07.06;12.08;13.00;01.03;57.04.00;25.06.00;00.00;02.07;37.03.00;603;79.06.00;08.01;12.03;00.00;16.01
36047117201;Kings;Brooklyn;2536;1299;1237;72.07.00;02.04;17.01;00.00;05.01;1382;51042.0;12241.0;18055.0;2348.00.00;24.08.00;31.03.00;20.02;27.07.00;26.03.00;06.01;19.07;28.08.00;00.00;62.03.00;06.03;00.07;01.08;49.07.00;1009;92.02.00;05.06;02.02;00.00;10.00
36047117202;Kings;Brooklyn;3121;1463;1658;59.01.00;03.08;32.03.00;00.00;02.09;1814;52260.0;12591.0;23274.0;3842.00.00;11.03;11.03;18.08;27.04.00;24.09.00;14.04;14.06;15.00;01.06;74.07.00;02.05;01.08;04.04;41.09.00;1456;79.05.00;15.03;05.02;00.00;05.05
36047117400;Kings;Brooklyn;4268;2070;2198;71.00.00;02.05;13.01;00.00;12.05;2291;53549.0;6917.00.00;17042.0;2900.00.00;24.00.00;24.00.00;10.07;28.03.00;27.03.00;15.02;18.05;19.02;07.01;60.08.00;10.04;01.02;01.03;40.09.00;1825;91.03.00;06.00;02.07;00.00;06.03
36047117601;Kings;Brooklyn;3037;1435;1602;73.04.00;04.08;19.00;00.00;02.08;1427;44088.0;5935.00.00;15111.0;2269.00.00;26.02.00;35.08.00;15.07;26.05.00;26.01.00;15.02;16.05;17.00;07.03;69.00.00;04.07;00.07;01.02;43.04.00;1292;82.09.00;11.05;05.06;00.00;09.01
36047117602;Kings;Brooklyn;2800;1263;1537;74.07.00;03.01;16.04;00.00;01.04;1434;28304.0;7909.00.00;15546.0;2855.00.00;29.01.00;35.08.00;17.04;28.06.00;24.07.00;19.09;09.03;17.05;00.08;70.00.00;08.05;02.07;00.05;43.02.00;1096;75.07.00;16.01;08.01;00.00;08.04
36047117800;Kings;Brooklyn;1665;843;822;51.00.00;02.02;26.08.00;00.00;15.00;757;36061.0;15108.0;17311.0;3104.00.00;24.08.00;38.06.00;09.05;34.01.00;26.02.00;13.08;16.03;19.02;00.00;71.06.00;09.02;00.00;00.00;43.08.00;694;90.05.00;07.06;01.09;00.00;08.02
36047118000;Kings;Brooklyn;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;
36047118201;Kings;Brooklyn;3054;1506;1548;73.04.00;06.01;14.09;00.00;04.04;1602;42301.0;6472.00.00;16520.0;2192.00.00;19.09;28.00.00;17.02;34.06.00;23.07;06.05;18.01;16.04;01.04;77.05.00;02.02;00.08;01.07;40.07.00;1345;87.02.00;08.00;04.08;00.00;05.05
36047118202;Kings;Brooklyn;2765;1323;1442;76.04.00;06.04;12.05;00.00;03.08;1660;46048.0;13456.0;21315.0;6320.00.00;27.05.00;32.07.00;20.01;29.05.00;25.03.00;09.02;16.00;23.00;01.07;68.03.00;02.09;00.00;04.01;40.09.00;1188;79.05.00;14.02;05.08;00.04;06.08
36047118400;Kings;Brooklyn;5428;2339;3089;65.03.00;06.02;11.01;00.00;12.03;2449;50319.0;5885.00.00;15391.0;1819.00.00;25.00.00;29.08.00;20.02;36.03.00;19.01;10.04;14.01;18.02;03.08;66.07.00;03.05;05.07;02.01;40.05.00;2382;81.07.00;14.00;04.03;00.00;05.03
36047118600;Kings;Brooklyn;2790;1393;1397;52.01.00;05.07;27.04.00;00.09;08.09;1492;41471.0;13685.0;14400.0;2794.00.00;35.05.00;43.00.00;13.04;27.00.00;37.05.00;06.03;15.08;19.02;02.05;75.09.00;00.08;00.00;01.05;43.08.00;1016;86.04.00;09.04;04.01;00.00;09.04
36047118800;Kings;Brooklyn;4519;2179;2340;25.03.00;03.03;59.04.00;00.00;10.03;2195;30699.0;10186.0;13864.0;2805.00.00;32.02.00;43.02.00;09.09;28.00.00;31.08.00;17.00;13.03;15.07;05.04;76.04.00;01.01;00.00;01.04;41.00.00;1764;87.07.00;06.08;05.05;00.00;07.06
36047119000;Kings;Brooklyn;2611;1227;1384;53.01.00;00.06;34.09.00;00.00;04.06;1417;30565.0;8231.00.00;10655.0;1905.00.00;44.07.00;48.04.00;06.07;46.06.00;20.04;10.00;16.03;16.04;00.09;74.06.00;04.03;00.00;03.09;39.04.00;822;79.04.00;13.07;06.08;00.00;13.01
36047119200;Kings;Brooklyn;3231;1552;1679;38.07.00;02.09;49.00.00;00.00;06.07;1779;43182.0;9430.00.00;16400.0;2841.00.00;37.04.00;63.06.00;21.07;27.06.00;24.05.00;12.09;13.03;28.01.00;01.03;65.00.00;05.06;00.00;00.00;38.06.00;1240;78.06.00;16.08;04.06;00.00;09.07
36047119400;Kings;Brooklyn;3626;1360;2266;29.09.00;00.00;68.05.00;00.00;01.04;1855;32136.0;13119.0;15511.0;3633.00.00;28.06.00;40.06.00;20.03;30.00.00;35.04.00;06.05;07.09;21.04;03.03;69.05.00;02.07;00.07;02.04;38.08.00;1355;80.03.00;16.06;03.01;00.00;07.09
36047119600;Kings;Brooklyn;4864;2379;2485;22.06;00.06;57.06.00;00.06;16.01;2822;32115.0;8819.00.00;16240.0;2041.00.00;24.01.00;26.02.00;17.03;39.03.00;20.04;08.07;14.03;23.08;03.06;63.05.00;04.00;01.05;03.05;40.04.00;1994;85.01.00;11.03;03.07;00.00;07.02
36047119800;Kings;Brooklyn;3538;1527;2011;59.00.00;02.09;35.00.00;00.05;01.07;1754;31225.0;6517.00.00;13996.0;2198.00.00;38.08.00;45.08.00;19.06;31.03.00;20.05;09.06;19.00;16.05;00.08;76.04.00;06.03;00.00;00.00;39.03.00;1122;90.05.00;07.02;02.03;00.00;15.01
36047120000;Kings;Brooklyn;2230;1175;1055;28.03.00;05.03;47.07.00;00.00;17.08;1257;32468.0;6559.00.00;13244.0;2443.00.00;36.07.00;33.00.00;18.00;36.04.00;24.01.00;08.00;13.06;13.09;01.00;76.01.00;03.07;00.00;05.03;44.07.00;715;77.02.00;15.09;06.09;00.00;10.06
36047120200;Kings;Brooklyn;2057;1044;1013;32.03.00;06.07;37.05.00;00.05;19.00;1246;47206.0;14643.0;16516.0;3228.00.00;27.00.00;32.06.00;13.08;30.06.00;18.09;21.01;15.06;31.01.00;03.02;58.01.00;06.01;00.08;00.06;40.02.00;842;87.01.00;10.07;02.03;00.00;05.01
36047120800;Kings;Brooklyn;8566;3895;4671;11.04;01.04;84.06.00;00.00;02.00;5507;32269.0;5247.00.00;16557.0;2214.00.00;26.09.00;37.08.00;20.08;39.01.00;26.01.00;05.02;08.09;15.08;02.00;77.03.00;02.08;01.06;00.05;42.08.00;3339;83.02.00;14.09;01.09;00.00;11.08
36047121000;Kings;Brooklyn;4258;1761;2497;49.00.00;01.03;48.03.00;00.02;00.00;2620;17139.0;6702.00.00;10186.0;2067.00.00;51.01.00;62.06.00;10.04;53.01.00;22.07;02.02;11.06;07.03;01.00;85.05.00;04.04;00.09;00.09;44.06.00;1044;79.01.00;17.03;03.05;00.00;23.08
36047121400;Kings;Brooklyn;4465;1746;2719;34.06.00;00.05;64.02.00;00.00;00.00;2417;19264.0;3631.00.00;10133.0;2593.00.00;48.02.00;57.04.00;13.08;40.01.00;24.06.00;02.05;19.00;12.03;07.05;71.02.00;03.01;00.08;05.01;42.07.00;1242;83.07.00;13.00;03.03;00.00;14.08
36047122000;Kings;Brooklyn;5573;2754;2819;22.01;00.00;73.08.00;00.00;01.02;3246;43125.0;14691.0;21653.0;5368.00.00;20.04;24.01.00;37.05.00;28.03.00;19.05;02.02;12.05;28.00.00;08.05;62.03.00;00.00;00.00;01.02;42.02.00;2510;73.02.00;24.09.00;01.09;00.00;12.08
36047123700;Kings;Brooklyn;6522;3520;3002;10.09;83.06.00;03.03;00.00;01.02;2417;30035.0;5604.00.00;8237.00.00;1368.00.00;58.09.00;66.08.00;30.01.00;14.08;44.04.00;02.06;08.01;13.02;04.04;33.01.00;38.03.00;07.08;03.02;28.01.00;1890;93.09.00;02.09;03.03;00.00;04.07
36047150200;Kings;Brooklyn;2946;1288;1658;20.01;64.07.00;02.04;00.04;08.06;2104;100813.0;21085.0;46437.0;5295.00.00;06.03;04.00;65.05.00;13.06;18.00;00.07;02.01;16.08;04.02;58.03.00;07.08;07.01;05.08;38.00.00;1785;73.09.00;14.08;11.03;00.00;05.09
36047152200;Kings;Brooklyn;3755;1893;1862;15.04;37.04.00;19.06;00.03;19.06;2336;81618.0;10039.0;34536.0;4997.00.00;19.08;26.08.00;53.01.00;13.08;18.04;05.06;09.02;24.02.00;04.05;56.06.00;02.04;05.07;06.06;37.07.00;1851;65.00.00;16.01;18.09;00.00;06.09
36047990100;Kings;Brooklyn;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;
36061000100;New York;Manhattan;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;
36061000201;New York;Manhattan;2791;1301;1490;35.03.00;12.04;06.02;00.00;46.01.00;2031;20521.0;4537.00.00;13062.0;2962.00.00;48.06.00;71.04.00;22.05;37.06.00;26.02.00;00.00;13.07;11.08;06.05;45.04.00;28.02.00;06.03;01.07;33.00.00;1105;90.01.00;07.01;02.08;00.00;02.06
36061000202;New York;Manhattan;7768;3314;4454;36.08.00;17.06;12.08;00.00;27.05.00;5926;29684.0;3510.00.00;27355.0;4365.00.00;24.06.00;19.06;40.07.00;27.06.00;26.03.00;02.08;02.06;09.03;03.03;41.05.00;29.07.00;09.01;07.00;30.09.00;2667;74.01.00;19.08;06.01;00.00;15.01
36061000500;New York;Manhattan;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;
36061000600;New York;Manhattan;12554;5966;6588;33.02.00;03.04;12.00;00.04;50.06.00;8072;19863.0;5878.00.00;12802.0;2656.00.00;44.07.00;55.03.00;18.03;32.05.00;35.05.00;04.06;09.01;14.03;03.02;37.00.00;37.06.00;05.01;02.09;30.03.00;4028;85.00.00;10.02;04.08;00.00;08.07
36061000700;New York;Manhattan;8794;4214;4580;06.06;69.03.00;02.04;00.00;20.05;6198;117841.0;13607.0;89303.0;13293.0;10.06;05.03;71.09.00;03.00;24.02.00;00.09;00.00;02.05;00.00;62.03.00;27.08.00;00.05;06.09;24.09.00;6463;91.06.00;05.09;02.05;00.00;04.04
36061000800;New York;Manhattan;9465;4602;4863;03.07;05.06;00.09;00.01;83.09.00;5208;27137.0;7611.00.00;17426.0;2639.00.00;28.09.00;33.03.00;23.09;27.06.00;32.00.00;01.05;15.01;09.03;07.02;43.01.00;33.00.00;05.00;02.04;33.02.00;4132;86.05.00;04.07;08.05;00.03;10.03
36061000900;New York;Manhattan;1626;946;680;08.02;74.04.00;01.08;00.00;12.07;1167;147500.0;30405.0;111599.0;16700.0;06.00;12.09;67.06.00;02.06;25.05.00;00.02;04.01;10.00;00.04;51.09.00;24.01.00;03.03;10.04;26.01.00;1120;89.03.00;04.06;06.01;00.00;02.08
36061001001;New York;Manhattan;1528;775;753;26.04.00;62.08.00;02.06;00.00;05.02;1235;73239.0;16153.0;50515.0;6484.00.00;05.08;00.00;67.03.00;04.05;19.04;04.07;04.00;08.01;04.07;52.06.00;15.07;11.01;07.08;31.03.00;695;74.07.00;12.09;12.04;00.00;12.00
36061001002;New York;Manhattan;6051;2377;3674;66.04.00;04.03;16.06;00.04;11.08;4134;17560.0;3908.00.00;12459.0;1737.00.00;38.09.00;68.01.00;26.07.00;31.02.00;27.06.00;07.02;07.03;07.00;03.05;70.05.00;18.09;00.00;00.00;40.09.00;1882;88.08.00;08.06;02.06;00.00;18.03
36061001200;New York;Manhattan;3755;1907;1848;29.03.00;41.07.00;02.09;00.00;23.07;2808;41705.0;19643.0;38772.0;5397.00.00;17.06;06.09;54.07.00;18.07;20.08;01.09;03.09;06.01;01.08;54.06.00;26.07.00;08.02;02.06;30.07.00;1709;75.05.00;14.06;09.08;00.00;05.05
